fixture_id,team_id,team_name,team_logo,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,Substitutions
38467,504,Verona,https://media.api-sports.io/football/teams/504.png,3,5,8.0,,,,15,6,0,60%,3,,0.0,,,,
38467,868,Livorno,https://media.api-sports.io/football/teams/868.png,3,6,9.0,,,,21,5,4,40%,4,,1.0,,,,
38460,519,Carpi,https://media.api-sports.io/football/teams/519.png,4,2,6.0,,,,9,9,4,51%,0,,1.0,,,,
38460,520,Cremonese,https://media.api-sports.io/football/teams/520.png,3,3,6.0,,,,16,7,0,49%,1,,3.0,,,,
38463,521,Foggia,https://media.api-sports.io/football/teams/521.png,6,2,8.0,,,,22,6,2,56%,3,,5.0,,,,
38463,514,Salernitana,https://media.api-sports.io/football/teams/514.png,6,5,11.0,,,,17,5,4,44%,3,,3.0,,,,
38466,524,Perugia,https://media.api-sports.io/football/teams/524.png,6,4,10.0,,,,19,10,4,49%,1,1.0,1.0,,,,
38466,510,Cittadella,https://media.api-sports.io/football/teams/510.png,1,9,10.0,,,,21,4,2,51%,2,,6.0,,,,
38461,864,Cosenza,https://media.api-sports.io/football/teams/864.png,1,6,7.0,,,,11,5,0,48%,1,,,,,,
38461,517,Venezia,https://media.api-sports.io/football/teams/517.png,1,4,5.0,,,,14,4,1,52%,4,,,,,,
38464,870,Padova,https://media.api-sports.io/football/teams/870.png,4,3,7.0,,,,16,4,2,39%,5,,1.0,,,,
38464,867,Lecce,https://media.api-sports.io/football/teams/867.png,2,4,6.0,,,,17,6,2,61%,3,,2.0,,,,
38459,518,Brescia,https://media.api-sports.io/football/teams/518.png,2,8,10.0,,,,16,7,1,46%,2,,3.0,,,,
38459,507,Ascoli,https://media.api-sports.io/football/teams/507.png,4,1,5.0,,,,14,5,3,54%,1,,0.0,,,,
38468,507,Ascoli,https://media.api-sports.io/football/teams/507.png,2,1,3.0,,,,19,4,6,46%,1,,2.0,,,,
38468,522,Palermo,https://media.api-sports.io/football/teams/522.png,4,8,12.0,,,,18,3,3,54%,4,,1.0,,,,
38475,515,Spezia,https://media.api-sports.io/football/teams/515.png,2,5,7.0,,,,16,3,4,48%,1,,3.0,,,,
38475,501,Crotone,https://media.api-sports.io/football/teams/501.png,3,4,7.0,,,,21,6,1,52%,3,,0.0,,,,
38476,517,Venezia,https://media.api-sports.io/football/teams/517.png,5,4,9.0,,,,16,8,0,58%,2,,5.0,,,,
38476,525,Pescara,https://media.api-sports.io/football/teams/525.png,7,4,11.0,,,,8,4,1,42%,1,,3.0,,,,
38471,520,Cremonese,https://media.api-sports.io/football/teams/520.png,5,6,11.0,,,,17,9,4,55%,0,,1.0,,,,
38471,518,Brescia,https://media.api-sports.io/football/teams/518.png,1,2,3.0,,,,12,5,3,45%,1,,5.0,,,,
38470,510,Cittadella,https://media.api-sports.io/football/teams/510.png,5,5,10.0,,,,16,12,4,55%,1,,2.0,,,,
38470,504,Verona,https://media.api-sports.io/football/teams/504.png,2,4,6.0,,,,14,2,4,45%,5,1.0,2.0,,,,
38469,506,Benevento,https://media.api-sports.io/football/teams/506.png,9,9,18.0,,,,15,10,2,61%,1,,3.0,,,,
38469,870,Padova,https://media.api-sports.io/football/teams/870.png,6,5,11.0,,,,11,5,1,39%,2,,6.0,,,,
38473,868,Livorno,https://media.api-sports.io/football/teams/868.png,7,12,19.0,,,,14,13,1,57%,3,,5.0,,,,
38473,519,Carpi,https://media.api-sports.io/football/teams/519.png,5,6,11.0,,,,23,5,0,43%,4,,6.0,,,,
38474,514,Salernitana,https://media.api-sports.io/football/teams/514.png,4,3,7.0,,,,13,0,3,44%,0,,4.0,,,,
38474,864,Cosenza,https://media.api-sports.io/football/teams/864.png,6,8,14.0,,,,15,6,1,56%,1,,3.0,,,,
38472,521,Foggia,https://media.api-sports.io/football/teams/521.png,3,5,8.0,,,,9,4,0,48%,1,1.0,1.0,,,,
38472,524,Perugia,https://media.api-sports.io/football/teams/524.png,1,5,6.0,,,,10,4,1,52%,2,,2.0,,,,
38479,501,Crotone,https://media.api-sports.io/football/teams/501.png,5,3,8.0,,,,12,5,2,54%,,,4.0,,,,
38479,507,Ascoli,https://media.api-sports.io/football/teams/507.png,4,6,10.0,,,,14,6,6,46%,,,2.0,,,,
38485,504,Verona,https://media.api-sports.io/football/teams/504.png,7,2,9.0,,,,22,1,2,50%,2,1.0,3.0,,,,
38485,521,Foggia,https://media.api-sports.io/football/teams/521.png,4,3,7.0,,,,15,6,0,50%,3,,5.0,,,,
38477,518,Brescia,https://media.api-sports.io/football/teams/518.png,3,6,9.0,,,,15,6,2,51%,1,,5.0,,,,
38477,506,Benevento,https://media.api-sports.io/football/teams/506.png,8,2,10.0,,,,16,4,2,49%,0,,1.0,,,,
38478,519,Carpi,https://media.api-sports.io/football/teams/519.png,3,4,7.0,,,,10,4,1,38%,2,1.0,2.0,,,,
38478,517,Venezia,https://media.api-sports.io/football/teams/517.png,5,8,13.0,,,,14,14,1,62%,7,,1.0,,,,
38482,522,Palermo,https://media.api-sports.io/football/teams/522.png,9,3,12.0,,,,13,9,5,47%,0,,2.0,,,,
38482,510,Cittadella,https://media.api-sports.io/football/teams/510.png,4,6,10.0,,,,19,5,1,53%,1,,7.0,,,,
38483,524,Perugia,https://media.api-sports.io/football/teams/524.png,7,5,12.0,,,,11,6,3,65%,2,,3.0,,,,
38483,520,Cremonese,https://media.api-sports.io/football/teams/520.png,4,4,8.0,,,,11,0,1,35%,1,,4.0,,,,
38484,525,Pescara,https://media.api-sports.io/football/teams/525.png,6,2,8.0,,,,11,5,1,59%,1,,1.0,,,,
38484,514,Salernitana,https://media.api-sports.io/football/teams/514.png,1,4,5.0,,,,15,2,1,41%,1,,4.0,,,,
38480,867,Lecce,https://media.api-sports.io/football/teams/867.png,5,3,8.0,,,,9,6,2,42%,1,,3.0,,,,
38480,515,Spezia,https://media.api-sports.io/football/teams/515.png,4,6,10.0,,,,15,9,0,58%,1,,3.0,,,,
38481,870,Padova,https://media.api-sports.io/football/teams/870.png,3,7,10.0,,,,17,3,1,48%,2,,3.0,,,,
38481,868,Livorno,https://media.api-sports.io/football/teams/868.png,4,6,10.0,,,,18,8,1,52%,0,,2.0,,,,
